GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
GGC-302-14,20140101,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,2014,8902012301,8902012301,2014-01-01,2014-01-01,0,1,1,CONSTRUCCIÓN REDES DE MEDIA Y BAJA TENSIÓN Y MONTAJE DE TRANSFORMADORES PARA LA ELECTRIFICACIÓN RURAL DE LAS VEREDAS DE LOS MUNICIPIOS PIEDECUESTA - BOLÍVAR- VÉLEZ - PINCHOTE - CHIMA - FLORIÁN - FLORIDABLANCA - SUCRE - PUERTO WILCHES - SAN BENITO DEL DEPARTAMENTO DE SANTANDER,9835445046,0,0,9835445046,0,9835445046,1103,8916994.6
